week,¼Ò¸Å°¡,Æò±Õ±â¿Â,ÃÖÀú±â¿Â,ÃÖ°í±â¿Â,°­¼ö·®,È¯À²,¼öÀÔ·®,¼öÀÔ¾×,»ý»ê·®,Àç¹è¸éÀû,¹°°¡Áö¼ö
07??1ì£?(2023.07.06 ~ 2023.07.12),2104,24.67142857,21.35714286,28.82857143,13.72857143,1268.31,294.273,26731.47115,24434.33333,332.3461538,106.21
07??2ì£?(2023.07.13 ~ 2023.07.19),2154,24.64285714,22.55714286,27.44285714,39.55714286,1286.19,294.273,26731.47115,24434.33333,332.3461538,106.21
07??3ì£?(2023.07.20 ~ 2023.07.26),2117,25.74285714,22.75714286,30,9.928571429,1272.83,294.273,26731.47115,24434.33333,332.3461538,106.21
07??4ì£?(2023.07.27 ~ 2023.08.02),2082,27.87142857,23.58571429,33.2,0.971428571,1304.08,294.273,26731.47115,24434.33333,332.3461538,106.21
08??1ì£?(2023.08.03 ~ 2023.08.09),2095,28.24285714,24.28571429,33.17142857,4.657142857,1330.3,257.262,23355.7508,24434.33333,332.3461538,104.71
08??2ì£?(2023.08.10 ~ 2023.08.16),2108,25.58571429,22.34285714,29.84285714,16.01428571,1339.17,257.262,23355.7508,24434.33333,332.3461538,104.71
08??3ì£?(2023.08.17 ~ 2023.08.23),2086,26.82857143,23.57142857,31.51428571,6.742857143,1323.53,257.262,23355.7508,24434.33333,332.3461538,104.71
08??4ì£?(2023.08.24 ~ 2023.08.30),2067,24.75714286,21.74285714,28.51428571,14.31428571,1317.55,257.262,23355.7508,24434.33333,332.3461538,104.71
08??5ì£?(2023.08.31 ~ 2023.09.06),2047,24.57142857,20.81428571,29.58571429,2.685714286,1334.96,257.262,23355.7508,24434.33333,332.3461538,104.71
09??1ì£?(2023.09.07 ~ 2023.09.13),2062,23.3,18.82857143,28.74285714,3.157142857,1328.46,313.815,28657.92473,24434.33333,332.3461538,104.73
09??2ì£?(2023.09.14 ~ 2023.09.20),2069,22.98571429,20.6,26.44285714,18.82857143,1334.03,313.815,28657.92473,24434.33333,332.3461538,104.73
09??3ì£?(2023.09.21 ~ 2023.09.27),2075,20.38571429,17.08571429,24.57142857,3.914285714,1352.31,313.815,28657.92473,24434.33333,332.3461538,104.73
10??1ì£?(2023.10.04 ~ 2023.10.04),2367,18.35714286,13.85714286,24.01428571,0.871428571,1344.61,334.9775,30224.94353,24434.33333,332.3461538,104.78
10??1ì£?(2023.10.05 ~ 2023.10.11),2277,15.84285714,11.37142857,21.34285714,0.271428571,1352.21,334.9775,30224.94353,24434.33333,332.3461538,104.78
10??2ì£?(2023.10.12 ~ 2023.10.18),2236,14.91428571,9.485714286,21.71428571,0.3,1349.08,334.9775,30224.94353,24434.33333,332.3461538,104.78
10??3ì£?(2023.10.19 ~ 2023.10.25),2293,13.1,7.657142857,19.51428571,1.071428571,1354.91,334.9775,30224.94353,24434.33333,332.3461538,104.78
10??4ì£?(2023.10.26 ~ 2023.11.01),2376,14.1,8.585714286,21.01428571,0.471428571,1308.23,334.9775,30224.94353,24434.33333,332.3461538,104.78
11??1ì£?(2023.11.02 ~ 2023.11.08),2046,15.12857143,10.14285714,20.87142857,5.7,1316.51,271.15,24090.4284,24434.33333,332.3461538,105.79
11??2ì£?(2023.11.09 ~ 2023.11.15),2093,6.157142857,0.842857143,12.07142857,1.114285714,1294.35,271.15,24090.4284,24434.33333,332.3461538,105.79
11??3ì£?(2023.11.16 ~ 2023.11.22),2122,5.971428571,0.4,12.01428571,1.871428571,1302.97,271.15,24090.4284,24434.33333,332.3461538,105.79
11??4ì£?(2023.11.23 ~ 2023.11.29),2174,4.528571429,-0.028571429,9.314285714,0.371428571,1293.4,271.15,24090.4284,24434.33333,332.3461538,105.79
11??5ì£?(2023.11.30 ~ 2023.12.06),2333,2.385714286,-2.928571429,8.242857143,0.371428571,1316.41,271.15,24090.4284,24434.33333,332.3461538,105.79
12??1ì£?(2023.12.07 ~ 2023.12.13),2476,9.471428571,4.671428571,14.32857143,4.942857143,1300.4,312.32,26808.2514,24434.33333,332.3461538,106.14
12??2ì£?(2023.12.14 ~ 2023.12.20),2306,0.028571429,-3.628571429,3.8,8.285714286,1297.25,312.32,26808.2514,24434.33333,332.3461538,106.14
12??3ì£?(2023.12.21 ~ 2023.12.27),2370,-2.942857143,-7,2.114285714,0.228571429,1294.4,312.32,26808.2514,24434.33333,332.3461538,106.14
12??4ì£?(2023.12.28 ~ 2024.01.03),2364,2.814285714,-0.914285714,7.214285714,1.028571429,1314.16,312.32,26808.2514,24434.33333,332.3461538,106.14
01??1ì£?(2024.01.04 ~ 2024.01.10),2270,0.7,-3.871428571,5.4,0.385714286,1313.22,333.5105,28816.43515,7038.905139,379.823018,104.35
01??2ì£?(2024.01.11 ~ 2024.01.17),2266,1.3,-3.928571429,6.685714286,0.885714286,1333.66,333.5105,28816.43515,7038.905139,379.823018,104.35
01??3ì£?(2024.01.18 ~ 2024.01.24),2422,0.171428571,-2.414285714,3.514285714,3.028571429,1336.75,333.5105,28816.43515,7038.905139,379.823018,104.35
01??4ì£?(2024.01.25 ~ 2024.01.31),2423,0.142857143,-5.142857143,6.457142857,0.085714286,1337.76,333.5105,28816.43515,7038.905139,379.823018,104.35
02??1ì£?(2024.02.01 ~ 2024.02.07),2119,3.357142857,0.457142857,6.828571429,2.757142857,1330.07,179.251,15775.4458,7038.905139,379.823018,103.67
02??2ì£?(2024.02.08 ~ 2024.02.14),2052,3.9,-1.8,10.31428571,0.314285714,1331.29,179.251,15775.4458,7038.905139,379.823018,103.67
02??3ì£?(2024.02.15 ~ 2024.02.21),2235,5.928571429,1.314285714,11.14285714,9.842857143,1329.95,179.251,15775.4458,7038.905139,379.823018,103.67
02??4ì£?(2024.02.22 ~ 2024.02.28),2382,3.2,0,7,1.471428571,1330.52,179.251,15775.4458,7038.905139,379.823018,103.67
02??5ì£?(2024.02.29 ~ 2024.03.06),2372,3.642857143,-0.757142857,8.057142857,1.128571429,1316,179.251,15775.4458,7038.905139,379.823018,103.67
03??1ì£?(2024.03.07 ~ 2024.03.13),2404,4.285714286,-1.171428571,10.14285714,0.214285714,1330.63,272.4379,26211.42998,7038.905139,379.823018,103.76
03??2ì£?(2024.03.14 ~ 2024.03.20),2505,8.214285714,1.828571429,14.82857143,0.257142857,1343.43,272.4379,26211.42998,7038.905139,379.823018,103.76
03??3ì£?(2024.03.21 ~ 2024.03.27),2695,9.3,4.071428571,14.72857143,4.628571429,1345.09,272.4379,26211.42998,7038.905139,379.823018,103.76
03??4ì£?(2024.03.28 ~ 2024.04.03),2753,11.27142857,5.457142857,17.11428571,7.342857143,1350.91,272.4379,26211.42998,7038.905139,379.823018,103.76
04??1ì£?(2024.04.04 ~ 2024.04.09),2806,13.27142857,7.542857143,19.5,0.071428571,1379.69,357.1972,34269.45098,7038.905139,379.823018,109.82
04??2ì£?(2024.04.11 ~ 2024.04.17),2683,15.87142857,9.714285714,22.68571429,2.628571429,1374.3,357.1972,34269.45098,7038.905139,379.823018,109.82
04??3ì£?(2024.04.18 ~ 2024.04.24),2335,15.11428571,10.72857143,19.98571429,2.885714286,1376.43,357.1972,34269.45098,7038.905139,379.823018,109.82
04??4ì£?(2024.04.25 ~ 2024.04.30),2830,16.31428571,10.81428571,22.91428571,2.085714286,1354.63,357.1972,34269.45098,7038.905139,379.823018,109.82
05??1ì£?(2024.05.02 ~ 2024.05.08),2230,15.98571429,10.75714286,21.47142857,9.885714286,1369.65,288.94328,26794.68644,7038.905139,379.823018,123.98
05??2ì£?(2024.05.09 ~ 2024.05.14),2214,16.75714286,9.871428571,23.85714286,4.285714286,1351.76,288.94328,26794.68644,7038.905139,379.823018,123.98
05??3ì£?(2024.05.16 ~ 2024.05.22),2127,18.44285714,11.85714286,25.41428571,0.514285714,1365.93,288.94328,26794.68644,7038.905139,379.823018,123.98
05??4ì£?(2024.05.23 ~ 2024.05.29),2077,19.42857143,13.91428571,25.32857143,1.857142857,1381.68,288.94328,26794.68644,7038.905139,379.823018,123.98
05??5ì£?(2024.05.30 ~ 2024.06.05),2077,19.58571429,14.07142857,25.67142857,0.185714286,1378.8,288.94328,26794.68644,7038.905139,379.823018,123.98
06??1ì£?(2024.06.07 ~ 2024.06.12),2341,22.24285714,17.02857143,28.15714286,2.057142857,1381.84,265.2,22485.80061,7038.905139,379.823018,113.14
06??2ì£?(2024.06.13 ~ 2024.06.19),2248,24.34285714,18.05714286,31.1,0.6,1387.01,265.2,22485.80061,7038.905139,379.823018,113.14
06??3ì£?(2024.06.20 ~ 2024.06.26),2118,23.51428571,19.4,28.2,5.571428571,1380.73,265.2,22485.80061,7038.905139,379.823018,113.14
06??4ì£?(2024.06.27 ~ 2024.07.03),2042,24.07142857,20.35714286,28.31428571,17.65714286,1376.57,265.2,22485.80061,7038.905139,379.823018,113.14
07??1ì£?(2024.07.04 ~ 2024.07.10),2071,25.38571429,22.62857143,28.68571429,20.14285714,1373.67,294.4654,24626.0158,7038.905139,379.823018,101.46
07??2ì£?(2024.07.11 ~ 2024.07.17),2052,24.81428571,21.92857143,28.71428571,10.65714286,1388.79,294.4654,24626.0158,7038.905139,379.823018,101.46
07??3ì£?(2024.07.18 ~ 2024.07.24),1944,26.88571429,24.1,30.34285714,13.12857143,1383.72,294.4654,24626.0158,7038.905139,379.823018,101.46
07??4ì£?(2024.07.25 ~ 2024.07.31),1874,28.4,25.2,32.6,2.871428571,1356.63,294.4654,24626.0158,7038.905139,379.823018,101.46
08??1ì£?(2024.08.01 ~ 2024.08.07),1899,28.84285714,25.15714286,33.9,2.9,1364.19,226.6742018,15232.20518,7038.905139,379.823018,93.83
08??2ì£?(2024.08.08 ~ 2024.08.14),1985,28.14285714,24,33.44285714,0.928571429,1349.11,226.6742018,15232.20518,7038.905139,379.823018,91.02891501
08??3ì£?(2024.08.16 ~ 2024.08.21),1977,28.04285714,24.34285714,33.04285714,5.971428571,1323.43,226.6742018,15232.20518,7038.905139,379.823018,91.02891501
08??4ì£?(2024.08.22 ~ 2024.08.28),1920,27.2,23.7,31.8,2.171428571,1336.56,226.6742018,15232.20518,7038.905139,379.823018,91.02891501
08??5ì£?(2024.08.29 ~ 2024.09.04),1949,25.82,21.38571429,31.11428571,0.814285714,1337.26,226.6742018,15232.20518,7038.905139,379.823018,91.02891501
