week,소매가,평균기온,최저기온,최고기온,강수량,환율,수출량,수출가,수입량,수입가,생산량,재배면적,물가지수
04월 4주 (2020.04.23 ~ 2020.04.29),"18,563",11.85714286,4.642857143,18.65714286,0.042857143,1224.89,12152.75,66840593.75,0,,5071333.333,648.875,96.57
05월 1주 (2020.05.04 ~ 2020.05.06),"16,045",18.4,12.95714286,24.31428571,2.042857143,1219.65,4201.25,64441078.75,0,,5071333.333,648.875,95.78
05월 1주 (2020.05.07 ~ 2020.05.13),"14,294",16.54285714,11.11428571,21.98571429,5.385714286,1232.69,4201.25,64441078.75,0,,5071333.333,648.875,95.78
05월 2주 (2020.05.14 ~ 2020.05.20),"11,072",16.61428571,12.48571429,21.65714286,6.457142857,1240.59,4201.25,64441078.75,0,,5071333.333,648.875,95.78
05월 3주 (2020.05.21 ~ 2020.05.27),"10,528",17.57142857,12.72857143,23.2,0.642857143,1231.49,"4,201","64,441,079",0,,5071333.333,648.875,95.78
05월 4주 (2020.05.28 ~ 2020.06.03),"10,602",19.92857143,14,25.95714286,0.385714286,1202.02,"4,201","64,441,079",0,,5071333.333,648.875,96.98
06월 1주 (2020.06.04 ~ 2020.06.10),"12,377",23.58571429,17.95714286,30.17142857,1.928571429,1203.66,11718,57849797.5,0,,5071333.333,648.875,96.98
06월 2주 (2020.06.11 ~ 2020.06.17),"12,420",23.31428571,19.04285714,28.41428571,8.428571429,1211.83,11718,57849797.5,0,,5071333.333,648.875,96.98
06월 3주 (2020.06.18 ~ 2020.06.24),"13,505",22.47142857,18.18571429,27.51428571,5.5,1203.8,11718,57849797.5,0,,5071333.333,648.875,96.98
06월 4주 (2020.06.25 ~ 2020.07.01),"12,440",21.95714286,18.74285714,26.15714286,10.47142857,1198.93,11718,57849797.5,0,,5071333.333,648.875,96.98
07월 1주 (2020.07.02 ~ 2020.07.08),"12,156",22.4,18.65714286,26.97142857,1.514285714,1200.42,13415.75,66294508.5,0,,5071333.333,648.875,97.4
07월 2주 (2020.07.09 ~ 2020.07.15),"13,454",21.52857143,19.11428571,24.72857143,23.2,1203.44,13415.75,66294508.5,0,,5071333.333,648.875,97.4
07월 3주 (2020.07.16 ~ 2020.07.22),"12,778",23.31428571,19.85714286,27.5,7.142857143,1201.5,13415.75,66294508.5,0,,5071333.333,648.875,97.4
07월 4주 (2020.07.23 ~ 2020.07.29),"12,603",22.44285714,20.55714286,25.18571429,23.6,1193.59,13415.75,66294508.5,0,,5071333.333,648.875,97.4
07월 5주 (2020.07.30 ~ 2020.08.05),"12,742",25.84285714,23.2,29.47142857,18.5,1188.68,13415.75,66294508.5,0,,5071333.333,648.875,98.45
08월 1주 (2020.08.06 ~ 2020.08.12),"13,383",25.22857143,23.15714286,28.02857143,34.52857143,1186.94,9648.5,52701019.5,0,,5071333.333,648.875,98.45
08월 2주 (2020.08.13 ~ 2020.08.19),"15,600",27.62857143,24.01428571,32.27142857,1.6,1191.72,9648.5,52701019.5,0,,5071333.333,648.875,98.45
08월 3주 (2020.08.20 ~ 2020.08.26),"15,881",26.55714286,22.68571429,31.54285714,3.857142857,1180.48,9648.5,52701019.5,0,,5071333.333,648.875,98.45
08월 4주 (2020.08.27 ~ 2020.09.02),"15,010",26.08571429,23.52857143,29.92857143,14.18571429,1187.3,9648.5,52701019.5,0,,5071333.333,648.875,98.45
09월 1주 (2020.09.03 ~ 2020.09.09),"14,720",21.67142857,18.41428571,25.5,20.01428571,1187.89,7256.5,56751165,0,,5071333.333,648.875,103.3
09월 2주 (2020.09.10 ~ 2020.09.16),"15,146",20.82857143,17.82857143,25.14285714,2.957142857,1164.81,"7,257","56,751,165",0,,5071333.333,648.875,103.3
09월 3주 (2020.09.17 ~ 2020.09.23),"16,751",18.38571429,13.78571429,23.84285714,0.571428571,1174.32,7256.5,56751165,0,,5071333.333,648.875,103.3
09월 4주 (2020.09.24 ~ 2020.09.29),"18,333",18.17142857,13.42857143,24.18571429,0.714285714,1166.26,7256.5,56751165,0,,5071333.333,648.875,103.3
10월 1주 (2020.10.05 ~ 2020.10.07),"23,876",16.8,12.02857143,22.18571429,0.457142857,1143.52,8794.25,60990428.75,0,,5071333.333,648.875,108.68
10월 2주 (2020.10.08 ~ 2020.10.14),"27,614",15.21428571,10.35714286,21.14285714,0,1142.13,8794.25,60990428.75,0,,5071333.333,648.875,108.68
10월 3주 (2020.10.15 ~ 2020.10.21),"27,614",12.35714286,6.714285714,19.31428571,0.871428571,1127.95,"8,794","60,990,429",0,,5071333.333,648.875,108.68
10월 4주 (2020.10.22 ~ 2020.10.28),"25,671",11.6,6.1,18.27142857,0.171428571,1136.49,"8,794","60,990,429",0,,5071333.333,648.875,108.68
10월 5주 (2020.10.29 ~ 2020.11.04),"30,308",9.5,4.071428571,15.37142857,0.6,1121.4,8794.25,60990428.75,0,,5071333.333,648.875,108.45
11월 1주 (2020.11.05 ~ 2020.11.11),"31,773",9.257142857,3.314285714,15.74285714,0,1107.62,14180.75,101138206.5,0.25,3630.25,5071333.333,648.875,108.45
11월 2주 (2020.11.12 ~ 2020.11.18),"32,419",11.78571429,5.8,18.94285714,0.571428571,1114.95,14180.75,101138206.5,0.25,3630.25,5071333.333,648.875,108.45
11월 3주 (2020.11.19 ~ 2020.11.25),"27,212",7.542857143,2.914285714,12.41428571,4.642857143,1104.43,14180.75,101138206.5,0.25,3630.25,5071333.333,648.875,108.45
11월 4주 (2020.11.26 ~ 2020.12.02),"27,470",3.328571429,-0.714285714,8.371428571,0,1083.77,14180.75,101138206.5,0.25,3630.25,5071333.333,648.875,108.45
12월 1주 (2020.12.03 ~ 2020.12.09),"24,967",1.871428571,-3.142857143,7.785714286,0,1091.67,15842,94444845,0,0,5071333.333,648.875,101.74
12월 2주 (2020.12.10 ~ 2020.12.16),"20,473",-0.185714286,-4.214285714,4.571428571,0.3,1099.39,15842,94444845,0,0,5071333.333,648.875,101.74
12월 3주 (2020.12.17 ~ 2020.12.23),"16,966",-1.085714286,-6.4,4.714285714,0.028571429,1099.07,15842,94444845,0,0,5071333.333,648.875,101.74
12월 4주 (2020.12.24 ~ 2020.12.30),"16,338",1.142857143,-3.185714286,7.042857143,0.742857143,1084.73,15842,94444845,0,0,5071333.333,648.875,101.74
12월 5주 (2020.12.31 ~ 2021.01.06),"16,102",-3.657142857,-8.871428571,1.114285714,0.2,1092.93,15842,94444845,0,0,5071333.333,648.875,102.3
01월 1주 (2021.01.07 ~ 2021.01.13),"16,030",-6.571428571,-12.14285714,-0.771428571,0.228571429,1103.27,11244.5,77049166.25,0.25,274.25,5440250,695.2708333,102.3
01월 2주 (2021.01.14 ~ 2021.01.20),"15,758",-0.5,-6.157142857,5.857142857,0.257142857,1105.41,"11,245","77,049,166",0,274,5440250,695.2708333,102.3
01월 3주 (2021.01.21 ~ 2021.01.27),"15,985",5.585714286,1.742857143,10.08571429,1.871428571,1117.64,11244.5,77049166.25,0.25,274.25,5440250,695.2708333,102.3
01월 4주 (2021.01.28 ~ 2021.02.03),"15,838",-0.2,-5.628571429,5.742857143,1.7,1116.77,"11,245","77,049,166",0,274,5440250,695.2708333,102.3
02월 1주 (2021.02.04 ~ 2021.02.10),"16,051",1.814285714,-3.685714286,7.5,0.114285714,1102.59,7582.25,66192356,0.25,2780,5440250,695.2708333,105.7
02월 3주 (2021.02.15 ~ 2021.02.17),"18,551",2.857142857,-2.457142857,9.314285714,0.657142857,1104.27,7582.25,66192356,0.25,2780,5440250,695.2708333,105.7
02월 3주 (2021.02.18 ~ 2021.02.24),"17,382",4.971428571,-1.571428571,11.87142857,0.014285714,1123.89,7582.25,66192356,0.25,2780,5440250,695.2708333,105.7
02월 4주 (2021.02.25 ~ 2021.03.03),"16,896",5.485714286,0.457142857,10.51428571,8.157142857,1128,7582.25,66192356,0.25,2780,5440250,695.2708333,105.7
03월 1주 (2021.03.04 ~ 2021.03.10),"18,055",6.614285714,1.485714286,13.04285714,0.614285714,1136,14124.5,95836981.5,0,0,5440250,695.2708333,109.97
03월 2주 (2021.03.11 ~ 2021.03.17),"21,438",9.1,2.928571429,15.4,2.257142857,1129.12,14124.5,95836981.5,0,0,5440250,695.2708333,109.97
03월 3주 (2021.03.18 ~ 2021.03.24),"23,081",8.942857143,3.8,14.4,0.857142857,1128.52,14124.5,95836981.5,0,0,5440250,695.2708333,109.97
03월 4주 (2021.03.25 ~ 2021.03.31),"24,671",12,5.757142857,18.67142857,4.528571429,1128.64,14124.5,95836981.5,0,0,5440250,695.2708333,109.97
04월 1주 (2021.04.01 ~ 2021.04.07),"25,601",12.68571429,7.1,18.41428571,5.957142857,1120.98,12043.75,72236485.5,0.25,559.5,5440250,695.2708333,109.41
04월 2주 (2021.04.08 ~ 2021.04.14),"28,689",11.25714286,5.328571429,17.31428571,3.5,1116.5,12043.75,72236485.5,0.25,559.5,5440250,695.2708333,109.41
04월 3주 (2021.04.15 ~ 2021.04.21),"28,505",12.57142857,5.357142857,19.84285714,0.042857143,1114.72,12043.75,72236485.5,0.25,559.5,5440250,695.2708333,109.41
04월 4주 (2021.04.22 ~ 2021.04.28),"24,074",15.91428571,10.57142857,21.68571429,0.085714286,1117.16,12043.75,72236485.5,0.25,559.5,5440250,695.2708333,109.41
04월 5주 (2021.04.29 ~ 2021.05.04),"21,458",13.51428571,8.728571429,18.62857143,5.528571429,1111.23,12043.75,72236485.5,0.25,559.5,5440250,695.2708333,108.4
05월 1주 (2021.05.06 ~ 2021.05.12),"23,674",15.48571429,9.085714286,21.62857143,1.4,1125.79,12941.5,80484848.5,0.25,10107,5440250,695.2708333,108.4
05월 2주 (2021.05.13 ~ 2021.05.18),"21,336",18.7,14.12857143,23.82857143,8.3,1127.63,12941.5,80484848.5,0.25,10107,5440250,695.2708333,108.4
05월 3주 (2021.05.20 ~ 2021.05.26),"18,166",17.44285714,12.72857143,22.7,2.485714286,1113.08,"12,942","80,484,849",0.25,10107,5440250,695.2708333,108.4
05월 4주 (2021.05.27 ~ 2021.06.02),"18,066",18.44285714,13.25714286,24.47142857,3.971428571,1110.52,"12,942","80,484,849",0,"10,107",5440250,695.2708333,108.4
06월 1주 (2021.06.03 ~ 2021.06.09),"19,968",20.98571429,15.77142857,26.48571429,3.057142857,1116.4,12158.25,77748916.75,1.25,4764.25,5440250,695.2708333,107.94
06월 2주 (2021.06.10 ~ 2021.06.16),"18,247",22.18571429,18.78571429,26.5,6.085714286,1134.94,12158.25,77748916.75,1.25,4764.25,5440250,695.2708333,107.94
06월 3주 (2021.06.17 ~ 2021.06.23),"15,940",21.31428571,17.31428571,26.2,1.771428571,1127.12,12158.25,77748916.75,1.25,4764.25,5440250,695.2708333,107.94
06월 4주 (2021.06.24 ~ 2021.06.30),"14,952",22.58571429,18.75714286,27.62857143,2.171428571,1130.53,12158.25,77748916.75,1.25,4764.25,5440250,695.2708333,107.94
07월 1주 (2021.07.01 ~ 2021.07.07),"14,951",23.45714286,20.4,27.15714286,24.68571429,1143.73,12852.5,68779854,500,3175744,5440250,695.2708333,106.63
07월 2주 (2021.07.08 ~ 2021.07.14),"16,130",25.82857143,22.55714286,30.41428571,5.628571429,1141.51,12852.5,68779854,500,3175744,5440250,695.2708333,106.63
07월 3주 (2021.07.15 ~ 2021.07.21),"15,200",26.4,22.48571429,31.61428571,2.3,1151.52,12852.5,68779854,500,3175744,5440250,695.2708333,106.63
07월 4주 (2021.07.22 ~ 2021.07.28),"17,710",27.52857143,22.75714286,32.91428571,0.114285714,1151.41,12852.5,68779854,500,3175744,5440250,695.2708333,106.63
07월 5주 (2021.07.29 ~ 2021.08.04),"16,205",27.44285714,23.82857143,32.4,5.985714286,1144.93,12852.5,68779854,500,3175744,5440250,695.2708333,106.81
08월 1주 (2021.08.05 ~ 2021.08.11),"16,147",26.45714286,22.54285714,31.74285714,4.014285714,1161.37,9492.25,51000850,0,0,5440250,695.2708333,106.81
08월 2주 (2021.08.12 ~ 2021.08.18),"15,902",24.14285714,20.75714286,28.55714286,3.771428571,1175.15,9492.25,51000850,0,0,5440250,695.2708333,106.81
08월 3주 (2021.08.19 ~ 2021.08.25),"14,936",23.67142857,20.91428571,27.14285714,22.25714286,1161.23,9492.25,51000850,0,0,5440250,695.2708333,106.81
08월 4주 (2021.08.26 ~ 2021.09.01),"13,949",23.25714286,20.28571429,27.31428571,11.48571429,1154.28,9492.25,51000850,0,0,5440250,695.2708333,106.81
09월 1주 (2021.09.02 ~ 2021.09.08),"13,923",21.38571429,18.25714286,25.25714286,3.685714286,1170.23,6736.5,33527812.5,0,0,5440250,695.2708333,109.06
09월 2주 (2021.09.09 ~ 2021.09.15),"13,634",22.21428571,18.21428571,27.3,0.542857143,1180.69,"6,737","33,527,813",0,0,5440250,695.2708333,109.06
09월 3주 (2021.09.16 ~ 2021.09.17),"14,057",21.31428571,17.21428571,26.01428571,6.871428571,1179.68,"6,737","33,527,813",0,0,5440250,695.2708333,109.06
09월 4주 (2021.09.23 ~ 2021.09.29),"13,748",20.37142857,16.77142857,24.84285714,3.614285714,1180.35,6736.5,33527812.5,0,0,5440250,695.2708333,109.06
09월 5주 (2021.09.30 ~ 2021.10.06),"12,877",21.1,16.5,27.07142857,1.985714286,1196.79,6736.5,33527812.5,0,0,5440250,695.2708333,112.01
10월 1주 (2021.10.07 ~ 2021.10.13),"12,512",19.3,16.4,23.32857143,4.014285714,1182.07,9688.25,45183797.75,0,0,5440250,695.2708333,112.01
10월 2주 (2021.10.14 ~ 2021.10.20),"12,914",12.1,7.1,17.94285714,2.171428571,1177.48,9688.25,45183797.75,0,0,5440250,695.2708333,112.01
10월 3주 (2021.10.21 ~ 2021.10.27),"13,212",10.62857143,4.914285714,18.18571429,0.128571429,1174.47,"9,688","45,183,798",0,0,5440250,695.2708333,112.01
10월 4주 (2021.10.28 ~ 2021.11.03),"15,509",11.78571429,6.4,18.72857143,0.085714286,1181.05,9688.25,45183797.75,0,0,5440250,695.2708333,112.01
11월 1주 (2021.11.04 ~ 2021.11.10),"16,427",10.54285714,5.771428571,16.47142857,4.1,1179.2,11695.25,63215379.5,0,0,5440250,695.2708333,109.01
11월 2주 (2021.11.11 ~ 2021.11.17),"16,145",7.585714286,2.542857143,13.91428571,0.257142857,1187.1,11695.25,63215379.5,0,0,5440250,695.2708333,109.01
11월 3주 (2021.11.18 ~ 2021.11.24),"14,331",7.842857143,3.1,13.5,0.614285714,1194.43,11695.25,63215379.5,0,0,5440250,695.2708333,109.01
11월 4주 (2021.11.25 ~ 2021.12.01),"14,020",4.871428571,-0.3,11.05714286,3.328571429,1180,11695.25,63215379.5,0,0,5440250,695.2708333,109.01
12월 1주 (2021.12.02 ~ 2021.12.08),"14,855",3.785714286,-1.428571429,10.22857143,0.171428571,1180.86,13655.5,79469784,0,0,5440250,695.2708333,109.47
12월 2주 (2021.12.09 ~ 2021.12.15),"15,610",4.528571429,-0.457142857,9.885714286,0.171428571,1187.7,13655.5,79469784,0,0,5440250,695.2708333,109.47
12월 3주 (2021.12.16 ~ 2021.12.22),"15,669",2.171428571,-3.128571429,8.2,0.285714286,1185.99,13655.5,79469784,0,0,5440250,695.2708333,109.47
12월 4주 (2021.12.23 ~ 2021.12.29),"15,421",-1.742857143,-6.728571429,3.728571429,0.285714286,1187.96,13655.5,79469784,0,0,5440250,695.2708333,109.47
12월 5주 (2021.12.30 ~ 2022.01.05),"15,724",-1.628571429,-6.557142857,3.757142857,0.1,1197.63,13655.5,79469784,0,0,5440250,695.2708333,110.3
01월 1주 (2022.01.06 ~ 2022.01.12),"15,678",-0.914285714,-6.314285714,5.228571429,0.042857143,1190.07,6619.25,51008874,0,0,4480208.333,620.2083333,110.3
01월 2주 (2022.01.13 ~ 2022.01.19),"15,421",-2.528571429,-7.7,2.957142857,0.114285714,1192.51,6619.25,51008874,0,0,4480208.333,620.2083333,110.3
01월 3주 (2022.01.20 ~ 2022.01.26),"16,045",1.271428571,-3.6,6.728571429,0.114285714,1209.56,6619.25,51008874,0,0,4480208.333,620.2083333,110.3
01월 4주 (2022.01.27 ~ 2022.01.28),"17,130",-0.571428571,-5.071428571,4.742857143,0.128571429,1198.25,"6,619","51,008,874",0,0,4480208.333,620.2083333,110.3
02월 1주 (2022.02.03 ~ 2022.02.09),"18,481",-1.757142857,-6.985714286,3.728571429,0.057142857,1199.48,8616.75,69288726,0,0,4480208.333,620.2083333,112.71
02월 2주 (2022.02.10 ~ 2022.02.16),"16,715",1.428571429,-3.528571429,7.514285714,0.171428571,1195.59,"8,617","69,288,726",0,0,4480208.333,620.2083333,112.71
02월 3주 (2022.02.17 ~ 2022.02.23),"16,295",-2.257142857,-7.314285714,3.185714286,0.028571429,1197.57,8616.75,69288726,0,0,4480208.333,620.2083333,112.71
02월 4주 (2022.02.24 ~ 2022.03.02),"16,696",3.771428571,-2.885714286,10.45714286,0.471428571,1217.45,8616.75,69288726,0,0,4480208.333,620.2083333,112.71
03월 1주 (2022.03.03 ~ 2022.03.08),"21,588",4.928571429,-1.757142857,12.14285714,0,1237.08,11104.25,77626906.5,0,0,4480208.333,620.2083333,111.98
03월 2주 (2022.03.10 ~ 2022.03.16),"22,518",10.61428571,4.428571429,16.97142857,3.257142857,1211.15,11104.25,77626906.5,0,0,4480208.333,620.2083333,111.98
03월 3주 (2022.03.17 ~ 2022.03.23),"21,728",5.914285714,2.271428571,10.12857143,3.314285714,1225.08,11104.25,77626906.5,0,0,4480208.333,620.2083333,111.98
03월 4주 (2022.03.24 ~ 2022.03.30),"22,982",9.771428571,3.142857143,16.25714286,5.742857143,1219.73,11104.25,77626906.5,0,0,4480208.333,620.2083333,111.98
03월 5주 (2022.03.31 ~ 2022.04.06),"24,346",9.471428571,2.757142857,16.28571429,0.157142857,1229.19,11104.25,77626906.5,0,0,4480208.333,620.2083333,110.2
04월 1주 (2022.04.07 ~ 2022.04.13),"24,661",15.54285714,8.757142857,22.57142857,1.557142857,1228.19,9446.75,58747612,0,0,4480208.333,620.2083333,110.2
04월 2주 (2022.04.14 ~ 2022.04.20),"22,799",12.85714286,6.357142857,19.82857143,0.242857143,1244.11,9446.75,58747612,0,0,4480208.333,620.2083333,110.2
04월 3주 (2022.04.21 ~ 2022.04.27),"16,326",16.87142857,11.24285714,23.01428571,4.7,1263.03,9446.75,58747612,0,0,4480208.333,620.2083333,110.2
04월 4주 (2022.04.28 ~ 2022.05.04),"16,111",13.37142857,7.314285714,19.61428571,2.014285714,1269.99,9446.75,58747612,0,0,4480208.333,620.2083333,110.2
05월 1주 (2022.05.06 ~ 2022.05.11),"15,412",16.9,10.62857143,23.42857143,0.185714286,1278.45,10123.25,63811785,0.25,1270,4480208.333,620.2083333,110.62
05월 2주 (2022.05.12 ~ 2022.05.18),"17,799",17.05714286,10.65714286,23.4,0.128571429,1273.59,10123.25,63811785,0.25,1270,4480208.333,620.2083333,110.62
05월 3주 (2022.05.19 ~ 2022.05.25),"18,143",20.62857143,14.18571429,27.44285714,0.2,1251.99,"10,123","63,811,785",0,"1,270",4480208.333,620.2083333,110.62
05월 4주 (2022.05.26 ~ 2022.05.31),"17,114",20.58571429,14.21428571,27.07142857,0.271428571,1250.58,"10,123","63,811,785",0,"1,270",4480208.333,620.2083333,110.62
06월 1주 (2022.06.02 ~ 2022.06.08),"15,643",19.5,15.05714286,24.71428571,4.842857143,1279.32,7967,46759270.5,0,0,4480208.333,620.2083333,112.24
06월 2주 (2022.06.09 ~ 2022.06.15),"15,736",19.88571429,15.78571429,24.78571429,2.671428571,1291.26,7967,46759270.5,0,0,4480208.333,620.2083333,112.24
06월 3주 (2022.06.16 ~ 2022.06.22),"16,742",24.05714286,19.4,29.47142857,0.385714286,1288.89,7967,46759270.5,0,0,4480208.333,620.2083333,112.24
06월 4주 (2022.06.23 ~ 2022.06.29),"17,211",25.72857143,22.87142857,29.08571429,13.4,1298.67,7967,46759270.5,0,0,4480208.333,620.2083333,112.24
06월 5주 (2022.06.30 ~ 2022.07.06),"16,305",26.88571429,22.9,31.91428571,6.257142857,1294.68,7967,46759270.5,0,0,4480208.333,620.2083333,111.59
07월 1주 (2022.07.07 ~ 2022.07.13),"16,690",26.05714286,23.2,29.88571429,8.557142857,1317.74,7318.25,52347637.25,0,0,4480208.333,620.2083333,111.59
07월 2주 (2022.07.14 ~ 2022.07.20),"16,255",25.08571429,21.52857143,29.65714286,6.885714286,1310.01,7318.25,52347637.25,0,0,4480208.333,620.2083333,111.59
07월 3주 (2022.07.21 ~ 2022.07.27),"15,642",24.88571429,21.7,29.07142857,5.557142857,1302.97,7318.25,52347637.25,0,0,4480208.333,620.2083333,111.59
07월 4주 (2022.07.28 ~ 2022.08.03),"14,301",27.14285714,24.27142857,30.74285714,8.9,1302.24,7318.25,52347637.25,0,0,4480208.333,620.2083333,111.59
08월 1주 (2022.08.04 ~ 2022.08.10),"13,737",27.78571429,24.97142857,31.44285714,13.88571429,1301.31,3698.5,26149120,0,0,4480208.333,620.2083333,114.19
08월 2주 (2022.08.11 ~ 2022.08.17),"15,731",26.14285714,23.41428571,29.74285714,13.6,1335.61,3698.5,26149120,0,0,4480208.333,620.2083333,114.19
08월 3주 (2022.08.18 ~ 2022.08.24),"15,856",24.9,21.21428571,29.02857143,5.314285714,1341.81,3698.5,26149120,0,0,4480208.333,620.2083333,114.19
08월 4주 (2022.08.25 ~ 2022.08.31),"15,514",21.31428571,17.64285714,25.45714286,6.228571429,1361.15,3698.5,26149120,0,0,4480208.333,620.2083333,114.19
09월 1주 (2022.09.01 ~ 2022.09.07),"16,124",21.92857143,18.31428571,26.25714286,19.81428571,1379.77,3122.75,24015480,0,0,4480208.333,620.2083333,116.5
09월 2주 (2022.09.08 ~ 2022.09.14),"18,739",22.01428571,17.92857143,26.98571429,0.185714286,1384.77,"3,123","24,015,480",0,0,4480208.333,620.2083333,116.5
09월 3주 (2022.09.15 ~ 2022.09.21),"17,014",22.61428571,18.42857143,27.54285714,1.485714286,1421.34,"3,123","24,015,480",0,0,4480208.333,620.2083333,116.5
09월 4주 (2022.09.22 ~ 2022.09.28),"15,416",17.92857143,12.85714286,24.34285714,0.057142857,1439.96,3122.75,24015480,0,0,4480208.333,620.2083333,116.5
09월 5주 (2022.09.29 ~ 2022.10.05),"18,211",19.21428571,14.37142857,25.37142857,7.957142857,1424.94,3122.75,24015480,0,0,4480208.333,620.2083333,118.59
10월 1주 (2022.10.06 ~ 2022.10.12),"23,451",13.52857143,9.7,18.35714286,2.428571429,1440.44,6697,40012009.75,0,0,4480208.333,620.2083333,118.59
10월 2주 (2022.10.13 ~ 2022.10.19),"22,956",13.58571429,8.114285714,20.12857143,0,1428.32,6697,40012009.75,0,0,4480208.333,620.2083333,118.59
10월 3주 (2022.10.20 ~ 2022.10.26),"23,255",11.81428571,5.8,18.72857143,0.428571429,1421.66,6697,40012009.75,0,0,4480208.333,620.2083333,118.59
10월 4주 (2022.10.27 ~ 2022.11.02),"22,431",12.3,6.814285714,19.62857143,0.271428571,1403.29,6697,40012009.75,0,0,4480208.333,620.2083333,118.59
11월 1주 (2022.11.03 ~ 2022.11.09),"22,144",8.671428571,2.4,16.17142857,0,1313.69,8803.25,50569959,0.25,5456,4480208.333,620.2083333,114.59
11월 2주 (2022.11.10 ~ 2022.11.16),"19,731",11.44285714,6.271428571,17.82857143,3.542857143,1339.71,8803.25,50569959,0.25,5456,4480208.333,620.2083333,114.59
11월 3주 (2022.11.17 ~ 2022.11.23),"17,495",10.27142857,4.942857143,17.05714286,1.385714286,1334.48,8803.25,50569959,0.25,5456,4480208.333,620.2083333,114.59
11월 4주 (2022.11.24 ~ 2022.11.30),"15,698",7.514285714,1.542857143,14.02857143,3.871428571,1297.89,8803.25,50569959,0.25,5456,4480208.333,620.2083333,114.59
12월 1주 (2022.12.01 ~ 2022.12.07),"15,681",0.571428571,-3.8,5.414285714,0.085714286,1303.87,7742.75,49690584,0,0,4480208.333,620.2083333,109.85
12월 2주 (2022.12.08 ~ 2022.12.14),"16,295",1.728571429,-2.957142857,7.214285714,0.442857143,1309.47,7742.75,49690584,0,0,4480208.333,620.2083333,109.85
12월 3주 (2022.12.15 ~ 2022.12.21),"17,807",-3.342857143,-8.085714286,1.442857143,1.142857143,1279.55,7742.75,49690584,0,0,4480208.333,620.2083333,109.85
12월 4주 (2022.12.22 ~ 2022.12.28),"18,824",-4.342857143,-8.928571429,1.271428571,0.514285714,1260.92,7742.75,49690584,0,0,4480208.333,620.2083333,109.85
12월 5주 (2022.12.29 ~ 2023.01.04),"20,985",-1.6,-6.514285714,4.1,0,1253.5,7742.75,49690584,0,0,4480208.333,620.2083333,110.75
01월 1주 (2023.01.05 ~ 2023.01.11),"20,742",1.442857143,-4.185714286,8.257142857,0.328571429,1237.26,6968.75,55814161.25,1.75,5611.5,1284687.5,565.25,110.75
01월 2주 (2023.01.12 ~ 2023.01.18),"19,818",2.557142857,-1.571428571,7,5.271428571,1228.86,6968.75,55814161.25,1.75,5611.5,1284687.5,565.25,110.75
01월 3주 (2023.01.19 ~ 2023.01.25),"20,624",-3.442857143,-8.657142857,2.657142857,0.071428571,1229.62,6968.75,55814161.25,1.75,5611.5,1284687.5,565.25,110.75
01월 4주 (2023.01.26 ~ 2023.02.01),"20,495",-1.771428571,-7.671428571,3.657142857,0.1,1247.46,"6,969","55,814,161",2,"5,612",1284687.5,565.25,110.75
02월 1주 (2023.02.02 ~ 2023.02.08),"18,311",0.828571429,-4.757142857,7.8,0,1267.45,5735,67173303.25,1.25,7308.25,1284687.5,565.25,113.65
02월 2주 (2023.02.09 ~ 2023.02.15),"17,518",3.128571429,-1.3,7.971428571,1.814285714,1295.87,5735,67173303.25,1.25,7308.25,1284687.5,565.25,113.65
02월 3주 (2023.02.16 ~ 2023.02.22),"17,067",2.542857143,-2.485714286,7.671428571,0.228571429,1314.45,5735,67173303.25,1.25,7308.25,1284687.5,565.25,113.65
02월 4주 (2023.02.23 ~ 2023.02.28),"19,345",4.042857143,-1.957142857,10.94285714,0.128571429,1295.73,5735,67173303.25,1.25,7308.25,1284687.5,565.25,113.65
03월 1주 (2023.03.02 ~ 2023.03.08),"21,670",7.371428571,0.157142857,15.1,0.028571429,1320.24,9640.25,95061128,0,0,1284687.5,565.25,113.04
03월 2주 (2023.03.09 ~ 2023.03.15),"27,791",9.7,2.528571429,17.4,1.2,1308.37,9640.25,95061128,0,0,1284687.5,565.25,113.04
03월 3주 (2023.03.16 ~ 2023.03.22),"28,674",9.685714286,2.971428571,16.81428571,0.2,1294.66,9640.25,95061128,0,0,1284687.5,565.25,113.04
03월 4주 (2023.03.23 ~ 2023.03.29),"31,358",9.971428571,4.557142857,15.84285714,2.671428571,1306.11,9640.25,95061128,0,0,1284687.5,565.25,113.04
03월 5주 (2023.03.30 ~ 2023.04.05),"32,937",13.94285714,6.514285714,21.27142857,5.442857143,1316.3,9640.25,95061128,0,0,1284687.5,565.25,113.3
04월 1주 (2023.04.06 ~ 2023.04.12),"34,117",11.08571429,4.828571429,17.31428571,0.871428571,1304,8636.5,58705020,0,0,1284687.5,565.25,113.3
04월 2주 (2023.04.13 ~ 2023.04.19),"33,385",13.27142857,7.5,19.3,1.228571429,1329.36,8636.5,58705020,0,0,1284687.5,565.25,113.3
04월 3주 (2023.04.20 ~ 2023.04.26),"34,585",13.57142857,8.928571429,18.58571429,0.6,1337.78,8636.5,58705020,0,0,1284687.5,565.25,113.3
04월 4주 (2023.04.27 ~ 2023.05.03),"30,876",14.72857143,7.314285714,21.52857143,1.357142857,1317.47,8636.5,58705020,0,0,1284687.5,565.25,113.3
05월 1주 (2023.05.04 ~ 2023.05.10),"22,369",15.42857143,9.985714286,20.94285714,15.54285714,1342.41,8368.5,55213924,0.25,1660,1284687.5,565.25,111.75
